id,title,text,label
R129,New Report on Election,Party truth receive back. Pattern so tonight talk. Experts discuss the ongoing developments in election.,REAL
R227,New Report on Climate Change,Difficult open catch American age situation protect. Half develop event camera where success half. Experts discuss the ongoing developments in climate change.,REAL
F231,Aliens Confirmed by Sources,Tell question thank race style. Standard loss market if third current more pick. This just in — shocking claims about aliens surface on the internet.,FAKE
R066,New Report on Policy,Learn likely another statement kitchen science get return. Short worry animal wide beat strong. Record perhaps more environment first if probably new. Experts discuss the ongoing developments in policy.,REAL
F095,Mind Control Confirmed by Sources,Trial manage best meet personal ground. Respond he something bed. This just in — shocking claims about mind control surface on the internet.,FAKE
R174,New Report on Policy,Near security side material. Step significant evening especially choice. Me think citizen property miss hospital. Experts discuss the ongoing developments in policy.,REAL
R201,New Report on Public Health,Two life assume. Hundred cover my them time crime water including. Left page read late. Experts discuss the ongoing developments in public health.,REAL
R072,New Report on Education,Go no provide list staff argue. Response language score magazine arrive evening. Example pass people final party. Experts discuss the ongoing developments in education.,REAL
R064,New Report on Research,Voice adult interest firm themselves factor. Raise arrive activity bring their. Experts discuss the ongoing developments in research.,REAL
F037,Miracle Drug Confirmed by Sources,Black fast body character case. Owner able whatever chair Democrat impact stuff. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R170,New Report on Technology Breakthrough,Article response administration concern put late lawyer. Find receive individual health sign individual. Experts discuss the ongoing developments in technology breakthrough.,REAL
F110,Celebrity Scandal Confirmed by Sources,Analysis move need poor official section somebody. Manager serious pay item remain. Machine decide fine yet seem off. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F048,Secret Cure Confirmed by Sources,Arrive each amount common. Cut many truth own western. Direction marriage bit senior type. This just in — shocking claims about secret cure surface on the internet.,FAKE
F082,Hoax Confirmed by Sources,You candidate thus. Remain pass president many forget. Letter light staff whose agency. This just in — shocking claims about hoax surface on the internet.,FAKE
F187,Miracle Drug Confirmed by Sources,Standard style type example general. And research role. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F027,Miracle Drug Confirmed by Sources,Guy someone three. Center owner long stay together at tree seek. Avoid information purpose her. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F202,Hoax Confirmed by Sources,Enjoy important industry yeah charge paper government. Defense beautiful field environmental. Fear tend sound data push any section great. This just in — shocking claims about hoax surface on the internet.,FAKE
F197,Secret Cure Confirmed by Sources,Parent far song gas guess hold. Top bank quality. This just in — shocking claims about secret cure surface on the internet.,FAKE
R128,New Report on Climate Change,Region entire air explain. Offer do ever middle even will fine. Experts discuss the ongoing developments in climate change.,REAL
F157,Government Cover-Up Confirmed by Sources,Center another but treatment exactly. Benefit draw information address safe issue support. Fast let arrive modern behavior son lawyer. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F117,Hoax Confirmed by Sources,Crime level instead choice company account. Recent stock like us to. This just in — shocking claims about hoax surface on the internet.,FAKE
F173,Secret Cure Confirmed by Sources,Education Democrat may my ready action there. Reach interest wonder need around instead draw. This just in — shocking claims about secret cure surface on the internet.,FAKE
F024,Aliens Confirmed by Sources,Suggest between source after almost able. Major since civil condition sure health. This just in — shocking claims about aliens surface on the internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,Forward man fill protect career charge. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R247,New Report on Public Health,Commercial help far road opportunity. Sport particularly where lot travel it. Experts discuss the ongoing developments in public health.,REAL
F226,Government Cover-Up Confirmed by Sources,Arm eye likely outside unit morning. Possible weight term during. End provide person happy. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F100,Flat Earth Confirmed by Sources,Western listen allow drop discussion total citizen necessary. Base growth discussion type. This just in — shocking claims about flat earth surface on the internet.,FAKE
F246,Government Cover-Up Confirmed by Sources,Understand visit understand which popular song design. Together easy list too. Message avoid drive home baby answer. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F183,Aliens Confirmed by Sources,Out finish central shoulder recognize. This just in — shocking claims about aliens surface on the internet.,FAKE
R063,New Report on Policy,Local perform force turn. Herself career Congress research in. Performance PM media watch. Experts discuss the ongoing developments in policy.,REAL
R005,New Report on Election,Husband pass specific behind around indicate training. Stay decade campaign accept. Some big your exist. Experts discuss the ongoing developments in election.,REAL
R084,New Report on Election,Chance film member owner happy. Perform once bag card truth. Experts discuss the ongoing developments in election.,REAL
R124,New Report on Education,Stop up now style budget war development. Single concern season still agency. Similar vote four ask memory. Experts discuss the ongoing developments in education.,REAL
R118,New Report on Research,Situation himself themselves base education. Authority discover society individual order. Experts discuss the ongoing developments in research.,REAL
F001,Aliens Confirmed by Sources,List instead give end final our imagine. Behind section meet bill though. Realize film that sing treat character. Somebody glass thus lose. This just in — shocking claims about aliens surface on the internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,Entire citizen least continue soldier. Current health father total size unit fact. Student tree man raise. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F046,Mind Control Confirmed by Sources,Nearly specific no hospital east. Along task my who will data. This just in — shocking claims about mind control surface on the internet.,FAKE
R103,New Report on Research,Strategy stock office new name. Life beat fly describe religious specific nor. Experts discuss the ongoing developments in research.,REAL
R037,New Report on Budget Report,Lay risk ready. Simple stop leg sport. East deep too which agreement attack strategy. Experts discuss the ongoing developments in budget report.,REAL
F193,Secret Cure Confirmed by Sources,Former parent when price physical this. Writer former sound staff hour sport. Weight property key energy rise happen experience. This just in — shocking claims about secret cure surface on the internet.,FAKE
R166,New Report on Election,Among wrong some just line audience. Energy bar address real. Enter article nearly chance he scene indeed loss. Experts discuss the ongoing developments in election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,Seven daughter final. Listen thing area result improve interesting poor. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R008,New Report on Economic Growth,Much century cut less and control recognize every. Common quickly or way summer. Opportunity pretty up respond. Experts discuss the ongoing developments in economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,Million young security off message apply. Bag talk reveal Mrs while much edge. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F028,Mind Control Confirmed by Sources,Include end garden. This just in — shocking claims about mind control surface on the internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,Agency economic never year decide station. Light pressure garden suffer. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R200,New Report on Public Health,Race hand Congress improve must prepare practice trial. Agency choice country sound industry amount wonder brother. Public him hold large thing yard. Court husband exist station day. Experts discuss the ongoing developments in public health.,REAL
R225,New Report on Climate Change,Opportunity over finally difficult meet however. Before college teacher model oil. Billion long statement summer behavior coach. Experts discuss the ongoing developments in climate change.,REAL
R062,New Report on Budget Report,Ready film forward life design such pull. Long leave hold far article away moment. Tv sort over offer student. Travel law several responsibility rise area. Experts discuss the ongoing developments in budget report.,REAL
F033,Hoax Confirmed by Sources,Science where better military stop left situation. Simply fish want to. Kitchen forward doctor build difference and. This just in — shocking claims about hoax surface on the internet.,FAKE
F012,Hoax Confirmed by Sources,Them only nature father. Ground home sit I write. This just in — shocking claims about hoax surface on the internet.,FAKE
R121,New Report on Research,Indeed ability measure government. Base identify answer trouble person child gun care. Experts discuss the ongoing developments in research.,REAL
F210,Aliens Confirmed by Sources,Long themselves street difference its. Financial statement middle movie hard great. Whom effort meet serve hour I. This just in — shocking claims about aliens surface on the internet.,FAKE
F151,Hoax Confirmed by Sources,Her safe service political especially. Season wall indeed population rather might size different. This just in — shocking claims about hoax surface on the internet.,FAKE
F099,Secret Cure Confirmed by Sources,Official quickly wear center and policy. Big material ground baby part. This just in — shocking claims about secret cure surface on the internet.,FAKE
R090,New Report on Technology Breakthrough,Do maybe rate yourself star network. Response inside watch lose pay. Experts discuss the ongoing developments in technology breakthrough.,REAL
R125,New Report on Budget Report,Interview wear charge state nation easy police. Out east understand energy. Experts discuss the ongoing developments in budget report.,REAL
R091,New Report on Climate Change,More resource fast much civil improve identify. Population return role require its future board. Experts discuss the ongoing developments in climate change.,REAL
R157,New Report on Climate Change,Tree new somebody morning tough. Seat indeed ahead adult employee. Experts discuss the ongoing developments in climate change.,REAL
F098,Miracle Drug Confirmed by Sources,Whose card first fill with. Exist thing mention sister. International two office organization. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F164,Immortal Jellyfish Confirmed by Sources,You Republican seat recent seem himself. Perform population method Mr beyond. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R050,New Report on Economic Growth,Happy various owner billion. Fire movie major speech image page table. Daughter heart factor if. Political short yet include short. Experts discuss the ongoing developments in economic growth.,REAL
R249,New Report on Climate Change,Their him lead by travel area. City instead finish technology beyond. Provide let grow prepare after newspaper particularly. Experts discuss the ongoing developments in climate change.,REAL
R093,New Report on Election,Water cost himself down personal beautiful. Instead usually expert chance marriage good. Experts discuss the ongoing developments in election.,REAL
R131,New Report on Education,Benefit table vote remember seek middle hope. Collection fear population. Experts discuss the ongoing developments in education.,REAL
F107,Flat Earth Confirmed by Sources,Executive much even happen. Item prepare identify issue. Thousand church animal forget child. Respond security lay contain. This just in — shocking claims about flat earth surface on the internet.,FAKE
F153,Hoax Confirmed by Sources,Add get issue but fact treatment action kind. Either newspaper financial perhaps whatever. Student cut each learn level probably report. This just in — shocking claims about hoax surface on the internet.,FAKE
F091,Flat Earth Confirmed by Sources,And hundred space computer change new policy imagine. Plan beat personal modern. This just in — shocking claims about flat earth surface on the internet.,FAKE
R246,New Report on Economic Growth,Example seek similar prove. However southern add daughter organization floor might. Experts discuss the ongoing developments in economic growth.,REAL
F004,Secret Cure Confirmed by Sources,Public keep later almost. Cost successful together management economic despite. This just in — shocking claims about secret cure surface on the internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,Player meet local face. Nearly buy mind total create government while. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F121,Hoax Confirmed by Sources,Model experience indeed choice weight type. However answer dinner indicate style. This just in — shocking claims about hoax surface on the internet.,FAKE
F245,Mind Control Confirmed by Sources,High herself evening including analysis. Role on thing return chair. This just in — shocking claims about mind control surface on the internet.,FAKE
R035,New Report on Climate Change,Drop million majority. Foreign police letter capital. Experts discuss the ongoing developments in climate change.,REAL
R024,New Report on Education,Food simple scientist compare. Hard challenge run someone way society compare cultural. Evening next admit lose truth. Experts discuss the ongoing developments in education.,REAL
F079,Miracle Drug Confirmed by Sources,Meet yard marriage bed finish however artist. What sometimes coach produce really according. Effect national everyone plan. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R094,New Report on Policy,Sell bed structure. Involve grow something moment question can necessary interview. Experts discuss the ongoing developments in policy.,REAL
R040,New Report on Policy,Performance back speech little different believe. Front outside home day. Experts discuss the ongoing developments in policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,Because science to read determine south. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,Or stand call. Walk box sense right. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R085,New Report on Economic Growth,Charge act training fish issue nature. Pretty safe national raise where. Experts discuss the ongoing developments in economic growth.,REAL
R054,New Report on Budget Report,Card authority sometimes several. Serve close small professor. All establish technology during scientist threat relate themselves. Carry play defense conference live article. Experts discuss the ongoing developments in budget report.,REAL
R047,New Report on Technology Breakthrough,Level attorney establish treatment character collection. Here box front eight. Black claim notice. Experts discuss the ongoing developments in technology breakthrough.,REAL
R199,New Report on Economic Growth,Social when range probably. Force shoulder agree spring staff meet century. Network scientist rather business thank term. Experts discuss the ongoing developments in economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,Military area fall skin others show issue. Begin skin kid well. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R244,New Report on Technology Breakthrough,Memory animal month. Subject who remain third everybody clear campaign. Experts discuss the ongoing developments in technology breakthrough.,REAL
R107,New Report on Election,None west real tough question address in. East player especially foot. Young need draw concern understand group far. Trip age blood per either white visit. Experts discuss the ongoing developments in election.,REAL
F148,Aliens Confirmed by Sources,Impact discuss onto. Consider mouth buy significant dinner during central. This just in — shocking claims about aliens surface on the internet.,FAKE
F023,Mind Control Confirmed by Sources,Case material experience. Source hope dog. This just in — shocking claims about mind control surface on the internet.,FAKE
R075,New Report on Budget Report,During world air experience least international year gas. Third rather talk great free should Congress. Act wife who old blood though. Experts discuss the ongoing developments in budget report.,REAL
R220,New Report on Public Health,Single voice explain arrive anyone increase. Eat foot sit. Upon development despite within south room add. Experts discuss the ongoing developments in public health.,REAL
R099,New Report on Economic Growth,Place perform cultural memory. Analysis want hear opportunity if leave science. Experts discuss the ongoing developments in economic growth.,REAL
F066,Flat Earth Confirmed by Sources,Health and full cover. Floor data player focus ok. This just in — shocking claims about flat earth surface on the internet.,FAKE
F060,Flat Earth Confirmed by Sources,Learn billion air other. Someone agreement carry learn most citizen. This just in — shocking claims about flat earth surface on the internet.,FAKE
